name,neighbourhood,room_type,accommodates,property_type,amenities,price,is_available_next_2_days
Mt. Tabor Garden Retreat with hot tub & sauna,Mt. Tabor,Entire home/apt,5,Entire residential home,"\"\"\"Portable fans\"\"& \"\"Security cameras on property\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Barbecue utensils\"\"& \"\"Keypad\"\"& \"\"Extra pillows and blankets\"\"& \"\"Body soap\"\"& \"\"Drying rack for clothing\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"Hot tub\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Sound system\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Dryer\"\"& \"\"Backyard\"\"& \"\"Long term stays allowed\"\"& \"\"Heating\"\"& \"\"Cleaning products\"\"& \"\"Ceiling fan\"\"& \"\"Outdoor furniture\"\"& \"\"Conditioner\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Washer\"\"& \"\"Oven\"\"& \"\"Free parking on premises\"\"& \"\"Private sauna\"\"& \"\"Air conditioning\"\"& \"\"Toaster\"\"& \"\"Freezer\"\"& \"\"Bed linens\"\"& \"\"Dining table\"\"& \"\"Dishwasher\"\"& \"\"Baking sheet\"\"& \"\"BBQ grill\"\"& \"\"Fire extinguisher\"\"& \"\"Patio or balcony\"\"\"",$321.00,True
Trendy Central Pearl District Condo (Temp Housing),Pearl,Entire home/apt,4,Entire condominium (condo),"\"\"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Indoor fireplace\"\"& \"\"Host greets you\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Dryer\"\"& \"\"Long term stays allowed\"\"& \"\"Private patio or balcony\"\"& \"\"Heating\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Washer\"\"& \"\"Oven\"\"& \"\"Air conditioning\"\"& \"\"Pack \\u2019n play/Travel crib\"\"& \"\"Outdoor dining area\"\"& \"\"Fire extinguisher\"\"\"",$176.00,True
Million Dollar Downtown View Penthouse,Pleasant Valley,Entire home/apt,3,Entire rental unit,"\"\"\"Washer \\u2013\\u00a0In building\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Free street parking\"\"& \"\"Clothing storage: walk-in closet\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Extra pillows and blankets\"\"& \"\"Body soap\"\"& \"\"Dishes and silverware\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Backyard\"\"& \"\"Long term stays allowed\"\"& \"\"Private patio or balcony\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Cleaning products\"\"& \"\"Outdoor furniture\"\"& \"\"Dryer \\u2013 In building\"\"& \"\"Conditioner\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Air conditioning\"\"& \"\"Toaster\"\"& \"\"Bed linens\"\"& \"\"Central heating\"\"& \"\"Outdoor dining area\"\"& \"\"BBQ grill\"\"& \"\"Fire extinguisher\"\"\"",$105.00,FALSE
"Serenity Now:  Tiny House living in Portland, OR",Cully,Entire home/apt,2,Tiny house,"\"\"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Free street parking\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Extra pillows and blankets\"\"& \"\"Dishes and silverware\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Backyard\"\"& \"\"Lockbox\"\"& \"\"Heating\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Bed linens\"\"& \"\"Fire extinguisher\"\"& \"\"Patio or balcony\"\"\"",$60.00,True
Best Location! Private Jacuzzi & Sauna!,Arlington Heights,Entire home/apt,8,Entire residential home,"\"\"\"Portable fans\"\"& \"\"Single level home\"\"& \"\"Security cameras on property\"\"& \"\"HDTV with premium cable& Amazon Prime Video& Apple TV& Netflix& HBO Max\"\"& \"\"Ethernet connection\"\"& \"\"Coffee maker\"\"& \"\"Costco conditioner\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Board games\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"Fire pit\"\"& \"\"Ping pong table\"\"& \"\"Private hot tub\"\"& \"\"Kitchen\"\"& \"\"Trash compactor\"\"& \"\"Microwave\"\"& \"\"Barbecue utensils\"\"& \"\"Extra pillows and blankets\"\"& \"\"Game console\"\"& \"\"Drying rack for clothing\"\"& \"\"Free dryer \\u2013 In unit\"\"& \"\"Beach essentials\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"Central air conditioning\"\"& \"\"BBQ grill\"\"& \"\"Clothing storage\"\"& \"\"Soap body soap\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Indoor fireplace\"\"& \"\"First aid kit\"\"& \"\"Crib\"\"& \"\"Refrigerator\"\"& \"\"Private fenced garden or backyard\"\"& \"\"Costco shampoo\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Long term stays allowed\"\"& \"\"Lockbox\"\"& \"\"Private patio or balcony\"\"& \"\"Heating\"\"& \"\"Cleaning products\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Outdoor furniture\"\"& \"\"Rice maker\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Washer\"\"& \"\"Mini fridge\"\"& \"\"Oven\"\"& \"\"Free parking on premises\"\"& \"\"Toaster\"\"& \"\"Room-darkening shades\"\"& \"\"Pack \\u2019n play/Travel crib\"\"& \"\"Freezer\"\"& \"\"Private sauna\"\"& \"\"Bed linens\"\"& \"\"Dining table\"\"& \"\"Dishwasher\"\"& \"\"Baking sheet\"\"& \"\"Outdoor dining area\"\"& \"\"Bluetooth sound system\"\"& \"\"Fire extinguisher\"\"\"",$357.00,True
Rocky Butte Boho Retreat (8 min to PDX),Madison South,Entire home/apt,4,Entire guesthouse,"\"\"\"Security cameras on property\"\"& \"\"Ethernet connection\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Hair dryer\"\"& \"\"Clothing storage: closet\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Trash compactor\"\"& \"\"Microwave\"\"& \"\"Extra pillows and blankets\"\"& \"\"Body soap\"\"& \"\"Drying rack for clothing\"\"& \"\"Smart lock\"\"& \"\"Dishes and silverware\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Safe\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Dryer\"\"& \"\"Long term stays allowed\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Heating\"\"& \"\"Cleaning products\"\"& \"\"Conditioner\"\"& \"\"Private entrance\"\"& \"\"Gas stove\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Washer\"\"& \"\"Mini fridge\"\"& \"\"Oven\"\"& \"\"Free parking on premises\"\"& \"\"Air conditioning\"\"& \"\"Room-darkening shades\"\"& \"\"Freezer\"\"& \"\"Toaster\"\"& \"\"Dedicated workspace: office chair and desk\"\"& \"\"Bed linens\"\"& \"\"Dining table\"\"& \"\"Dishwasher\"\"& \"\"Fire extinguisher\"\"\"",$104.00,True
The Alberta Spot: Private Suite in NE Neighborhood,Vernon,Entire home/apt,2,Entire guest suite,"\"\"\"Portable fans\"\"& \"\"Public Goods body soap\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Clothing storage: closet\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Dishes and silverware\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Long term stays allowed\"\"& \"\"Lockbox\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Heating\"\"& \"\"Cleaning products\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Toaster\"\"& \"\"Freezer\"\"& \"\"Bed linens\"\"& \"\"Public Goods conditioner\"\"& \"\"Fire extinguisher\"\"\"",$75.00,True
Rosebud Room,Hosford-Abernethy,Private room,1,Private room in residential home,"\"\"\"Portable fans\"\"& \"\"HDTV\"\"& \"\"Laundromat nearby\"\"& \"\"Ethernet connection\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Free dryer \\u2013 In building\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Extra pillows and blankets\"\"& \"\"Body soap\"\"& \"\"Outdoor shower\"\"& \"\"Drying rack for clothing\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"Free driveway parking on premises\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Indoor fireplace\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Safe\"\"& \"\"Clothing storage: wardrobe and dresser\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Wine glasses\"\"& \"\"Backyard\"\"& \"\"Long term stays allowed\"\"& \"\"Free washer \\u2013 In building\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Heating\"\"& \"\"Cleaning products\"\"& \"\"Outdoor furniture\"\"& \"\"Breakfast\"\"& \"\"Conditioner\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Oven\"\"& \"\"Bread maker\"\"& \"\"Air conditioning\"\"& \"\"Room-darkening shades\"\"& \"\"Freezer\"\"& \"\"Toaster\"\"& \"\"Bed linens\"\"& \"\"Lock on bedroom door\"\"& \"\"Dishwasher\"\"& \"\"Dining table\"\"& \"\"Baking sheet\"\"& \"\"Rice maker\"\"& \"\"Fire extinguisher\"\"& \"\"Patio or balcony\"\"\"",$45.00,True
Authentic Alberta Arts Abode,King,Entire home/apt,4,Entire rental unit,"\"\"\"Children\\u2019s books and toys\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Keypad\"\"& \"\"Dishes and silverware\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Dryer\"\"& \"\"Long term stays allowed\"\"& \"\"Heating\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Washer\"\"& \"\"Air conditioning\"\"& \"\"Pack \\u2019n play/Travel crib\"\"& \"\"Dishwasher\"\"& \"\"Fire extinguisher\"\"\"",$95.00,True
Urban Zen Retreat,Mt. Tabor,Entire home/apt,2,Entire guesthouse,"\"\"\"Shampoo\"\"& \"\"Essentials\"\"& \"\"Smoke alarm\"\"& \"\"Hangers\"\"& \"\"Extra pillows and blankets\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Air conditioning\"\"& \"\"Backyard\"\"& \"\"Long term stays allowed\"\"& \"\"Bed linens\"\"& \"\"Lockbox\"\"& \"\"Heating\"\"& \"\"Free street parking\"\"& \"\"Hair dryer\"\"& \"\"Fire extinguisher\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Private entrance\"\"\"",$89.00,FALSE
"Top floor loft, fireplace, AC and 2 bikes",Eliot,Entire home/apt,2,Entire residential home,"\"\"\"Portable fans\"\"& \"\"Security cameras on property\"\"& \"\"Laundromat nearby\"\"& \"\"Bikes\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"Clothing storage: walk-in closet\"\"& \"\"TV\"\"& \"\"Microwave\"\"& \"\"Extra pillows and blankets\"\"& \"\"Body soap\"\"& \"\"Dishes and silverware\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Indoor fireplace\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Dryer\"\"& \"\"EV charger\"\"& \"\"Lockbox\"\"& \"\"Free washer \\u2013 In building\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Heating\"\"& \"\"Cleaning products\"\"& \"\"Fireplace guards\"\"& \"\"Conditioner\"\"& \"\"Sound system with aux\"\"& \"\"High chair\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Mini fridge\"\"& \"\"Air conditioning\"\"& \"\"Pack \\u2019n play/Travel crib\"\"& \"\"Freezer\"\"& \"\"Bed linens\"\"& \"\"Dining table\"\"& \"\"Fire extinguisher\"\"\"",$110.00,FALSE
Cute Overlook Studio Cottage,Overlook,Entire home/apt,2,Entire guesthouse,"\"\"\"Outlet covers\"\"& \"\"Single level home\"\"& \"\"Security cameras on property\"\"& \"\"Children\\u2019s books and toys\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Keypad\"\"& \"\"Extra pillows and blankets\"\"& \"\"Dishes and silverware\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Long term stays allowed\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Heating\"\"& \"\"Babysitter recommendations\"\"& \"\"Private entrance\"\"& \"\"Shared fenced garden or backyard\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Pack \\u2019n play/Travel crib\"\"& \"\"Bed linens\"\"& \"\"BBQ grill\"\"& \"\"Fire extinguisher\"\"& \"\"Shared patio or balcony\"\"\"",$61.00,True
The Big Yellow Farmhouse in SE Portland,Hosford-Abernethy,Private room,3,Private room in residential home,"\"\"\"Coffee maker\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"TV\"\"& \"\"Microwave\"\"& \"\"Cleaning before checkout\"\"& \"\"Extra pillows and blankets\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Indoor fireplace\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Dryer\"\"& \"\"Backyard\"\"& \"\"Long term stays allowed\"\"& \"\"Heating\"\"& \"\"Breakfast\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Washer\"\"& \"\"Air conditioning\"\"& \"\"Bed linens\"\"& \"\"Lock on bedroom door\"\"& \"\"BBQ grill\"\"& \"\"Fire extinguisher\"\"& \"\"Patio or balcony\"\"\"",$69.00,True
Laurelhurst Loft above the trees!,Kerns,Entire home/apt,3,Entire loft,"\"\"\"Coffee maker\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Extra pillows and blankets\"\"& \"\"Body soap\"\"& \"\"Dishes and silverware\"\"& \"\"First aid kit\"\"& \"\"Clothing storage\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Backyard\"\"& \"\"Long term stays allowed\"\"& \"\"Lockbox\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Heating\"\"& \"\"Cleaning products\"\"& \"\"Outdoor furniture\"\"& \"\"Conditioner\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Mini fridge\"\"& \"\"Air conditioning\"\"& \"\"Toaster\"\"& \"\"Freezer\"\"& \"\"Bed linens\"\"& \"\"Dining table\"\"& \"\"Outdoor dining area\"\"& \"\"Fire extinguisher\"\"\"",$62.00,True
Urban Luxury - NW Pearl/Nobb Hill,Northwest District,Entire home/apt,2,Entire rental unit,"\"\"\"Shampoo\"\"& \"\"Essentials\"\"& \"\"TV\"\"& \"\"Smoke alarm\"\"& \"\"Washer\"\"& \"\"Kitchen\"\"& \"\"Wifi\"\"& \"\"Air conditioning\"\"& \"\"Dryer\"\"& \"\"Long term stays allowed\"\"& \"\"Lockbox\"\"& \"\"Dishes and silverware\"\"& \"\"Heating\"\"& \"\"Fire extinguisher\"\"& \"\"Dedicated workspace\"\"& \"\"Cooking basics\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"\"",$164.00,True
Quiet & Modern Yellow Door Studio in Concordia,Concordia,Entire home/apt,2,Entire guest suite,"\"\"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Free street parking\"\"& \"\"Kitchen\"\"& \"\"Extra pillows and blankets\"\"& \"\"Body soap\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Long term stays allowed\"\"& \"\"Lockbox\"\"& \"\"Heating\"\"& \"\"Cleaning products\"\"& \"\"Essentials\"\"& \"\"Smoke alarm\"\"& \"\"Oven\"\"& \"\"Bed linens\"\"& \"\"Dishwasher\"\"& \"\"Baking sheet\"\"& \"\"Fire extinguisher\"\"\"",$70.00,True
Multnomah Village Studio,Multnomah,Entire home/apt,2,Entire guest suite,"\"\"\"Outlet covers\"\"& \"\"Children\\u2019s books and toys\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Keypad\"\"& \"\"Extra pillows and blankets\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Backyard\"\"& \"\"Private patio or balcony\"\"& \"\"Heating\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Conditioner\"\"& \"\"Private entrance\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Oven\"\"& \"\"Air conditioning\"\"& \"\"Pack \\u2019n play/Travel crib\"\"& \"\"Bed linens\"\"& \"\"Fire extinguisher\"\"\"",$74.00,True
Cozy backyard cottage in inner NE,Eliot,Entire home/apt,4,Entire residential home,"\"\"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"TV\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Keypad\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Backyard\"\"& \"\"Long term stays allowed\"\"& \"\"Heating\"\"& \"\"Essentials\"\"& \"\"Smoke alarm\"\"& \"\"Oven\"\"& \"\"Air conditioning\"\"& \"\"Fire extinguisher\"\"\"",$91.00,True
Sellwood Luxury Studio Home,Sellwood-Moreland Improvement League,Entire home/apt,4,Entire guesthouse,"\"\"\"Outlet covers\"\"& \"\"Single level home\"\"& \"\"Children\\u2019s books and toys\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"Kitchen\"\"& \"\"Cable TV\"\"& \"\"Microwave\"\"& \"\"Dishes and silverware\"\"& \"\"Stove\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Backyard\"\"& \"\"Long term stays allowed\"\"& \"\"Heating\"\"& \"\"Babysitter recommendations\"\"& \"\"High chair\"\"& \"\"Essentials\"\"& \"\"Smoke alarm\"\"& \"\"TV with standard cable\"\"& \"\"Oven\"\"& \"\"Air conditioning\"\"& \"\"Pack \\u2019n play/Travel crib\"\"& \"\"Children\\u2019s dinnerware\"\"& \"\"Fire extinguisher\"\"& \"\"Patio or balcony\"\"\"",$90.00,True
"Artful studio, Ladd's Addition, PDX",Hosford-Abernethy,Entire home/apt,2,Entire guesthouse,"\"\"\"Portable fans\"\"& \"\"Single level home\"\"& \"\"Coffee maker\"\"& \"\"Cooking basics\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"Kitchen\"\"& \"\"Microwave\"\"& \"\"Doctor Bronners body soap\"\"& \"\"Extra pillows and blankets\"\"& \"\"Dishes and silverware\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wine glasses\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Backyard\"\"& \"\"Long term stays allowed\"\"& \"\"Lockbox\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Heating\"\"& \"\"Cleaning products\"\"& \"\"Outdoor furniture\"\"& \"\"Essentials\"\"& \"\"Hot water kettle\"\"& \"\"Smoke alarm\"\"& \"\"Mini fridge\"\"& \"\"Stainless steel stove\"\"& \"\"Bed linens\"\"& \"\"Fire extinguisher\"\"& \"\"Patio or balcony\"\"\"",$119.00,True
Welcome to the Big Yellow House 2,Hosford-Abernethy,Private room,4,Private room in residential home,"\"\"\"Ethernet connection\"\"& \"\"Board games\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"Free street parking\"\"& \"\"Fire pit\"\"& \"\"TV\"\"& \"\"Extra pillows and blankets\"\"& \"\"Body soap\"\"& \"\"Drying rack for clothing\"\"& \"\"Clothing storage\"\"& \"\"Carbon monoxide alarm\"\"& \"\"First aid kit\"\"& \"\"Indoor fireplace\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Shower gel\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Dryer\"\"& \"\"Backyard\"\"& \"\"Long term stays allowed\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Heating\"\"& \"\"Cleaning products\"\"& \"\"Outdoor furniture\"\"& \"\"Conditioner\"\"& \"\"Essentials\"\"& \"\"Free parking on premises\"\"& \"\"Smoke alarm\"\"& \"\"Bathtub\"\"& \"\"Washer\"\"& \"\"Air conditioning\"\"& \"\"Bed linens\"\"& \"\"BBQ grill\"\"& \"\"Fire extinguisher\"\"& \"\"Patio or balcony\"\"\"",$70.00,True
Updated Mid Century Modern Close-In,Hillsdale,Entire home/apt,10,Entire residential home,"\"\"\"Shampoo\"\"& \"\"Essentials\"\"& \"\"Kitchen\"\"& \"\"Cable TV\"\"& \"\"Hangers\"\"& \"\"Washer\"\"& \"\"TV with standard cable\"\"& \"\"Smoke alarm\"\"& \"\"Wifi\"\"& \"\"Air conditioning\"\"& \"\"Dryer\"\"& \"\"Free parking on premises\"\"& \"\"Long term stays allowed\"\"& \"\"Heating\"\"& \"\"Fire extinguisher\"\"& \"\"Dedicated workspace\"\"& \"\"Hair dryer\"\"& \"\"Iron\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"\"",$300.00,True
Comfy Bed in Hip NE-Walk to Moda / Convention Cntr,Eliot,Private room,2,Private room in residential home,"\"\"\"Coffee maker\"\"& \"\"Hair dryer\"\"& \"\"Free street parking\"\"& \"\"Iron\"\"& \"\"Keypad\"\"& \"\"Microwave\"\"& \"\"Extra pillows and blankets\"\"& \"\"Dishes and silverware\"\"& \"\"First aid kit\"\"& \"\"Carbon monoxide alarm\"\"& \"\"Refrigerator\"\"& \"\"Shampoo\"\"& \"\"Hangers\"\"& \"\"Wifi\"\"& \"\"Hot water\"\"& \"\"Long term stays allowed\"\"& \"\"Luggage dropoff allowed\"\"& \"\"Heating\"\"& \"\"Essentials\"\"& \"\"Smoke alarm\"\"& \"\"Air conditioning\"\"& \"\"Bed linens\"\"& \"\"Fire extinguisher\"\"& \"\"Patio or balcony\"\"\"",$99.00,True
